id,slug,name,city,country,continent,latitude,longitude,startDate,endDate,eventTypes,partyEnergy,visualSpectacle,culturalDepth,tourismDensity,averagePulse,defaultAppScore,bestFor,description,travelNotes,officialWebsite,imageUrl,galleryImageCount
sanziene-festival,sanziene-festival,Sânziene Festival,Bucharest,Romania,Europe,44.4268,26.1025,2026-06-24,2026-06-24,seasonal; cultural_heritage,3,4,5,2,3.5,2,Summer travel; Traditional heritage; Romantic getaway,"Sânziană is the Romanian name for gentle fairies who play an important part in local folklore, also used to designate the Galium verum or Cruciata laevipes flowers. Under the plural form Sânziene, the word designates an annual festival in the fairies' honor. Etymologically, the name comes from the Latin Sancta Diana, the Roman goddess of the hunt and moon, also celebrated in Roman Dacia (ancient Romania). Diana was known to be the virgin goddess and looked after virgins and women. She was one of the three maiden goddesses, Diana, Minerva and Vesta, who swore never to marry. People in the western Carpathian Mountains celebrate the Sânziene holiday annually, on June 24. This is similar to the Swedish Midsummer holiday, and is believed to be a pagan celebration of the summer solstice in June.…","Bucharest, Romania, in June usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. Lock lodging with easy access to the main festival spine in Bucharest; corridors nearest the route book out first for Sânziene Festival. Sânziene Festival hinges on outdoor conditions around Bucharest—monitor wind and precipitation the week of travel and tuck a packable waterproof in your day bag. Useful searches: “Sânziene Festival 2026 official tickets”, “Bucharest June road closures transit”, “Romania travel advisory”, “Sânziene Festival Bucharest visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Cricau_Festival_2013_-_Sanziene_-_18.jpg/1920px-Cricau_Festival_2013_-_Sanziene_-_18.jpg,2
sapporo-snow-festival,sapporo-snow-festival,Sapporo Snow Festival,Sapporo,Japan,Asia,43.0618,141.3545,2026-02-05,2026-02-11,seasonal; arts,3,5,3,5,4,5,Photography; Winter travel; Family-friendly,"Sapporo Snow Festival (Yuki Matsuri) transforms three city sites into a landscape of enormous snow and ice sculptures. The Odori Park site hosts the largest sculptures — some reaching 15 metres high, depicting everything from world landmarks to anime characters. Teams from countries around the world compete in the international snow sculpture contest. The festival draws around 2 million visitors across its 7-day run and is one of Japan's most famous winter events. Night illumination of the sculptures is arguably the highlight.",Sapporo in February averages -7°C — layer aggressively. Odori Park is the main site; Susukino has the ice sculptures and is walkable at night. The subway system is excellent and connects all three festival sites. Book flights and hotels at least 2 months out. Hand warmers (kairo) available everywhere and essential.,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Sapporo_Snow_Festival_2006.jpg/1280px-Sapporo_Snow_Festival_2006.jpg,0
sarajevo-film-festival,sarajevo-film-festival,Sarajevo Film Festival,Sarajevo,Bosnia and Herzegovina,Europe,43.8563,18.4131,2026-08-14,2026-08-22,arts,3,4,5,3,3.75,3,Art and design; Cultural immersion; Photography,"The Sarajevo Film Festival is the premier and largest film festival in Southeast Europe, and is one of the largest film festivals in Europe. It was founded in Sarajevo in 1995 during the siege of Sarajevo in the Bosnian War, and brings international and local celebrities to Sarajevo every year. It is held in August and showcases an extensive variety of feature and short films from around the world. The current director of the festival is Jovan Marjanović.","Sarajevo, Bosnia and Herzegovina, in August usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when Sarajevo Film Festival compresses foot traffic. Ticketed evenings for Sarajevo Film Festival may lock doors after start—screenshot QR tickets, arrive with buffer for bag checks at Sarajevo venues. Useful searches: “Sarajevo Film Festival 2026 official tickets”, “Sarajevo August road closures transit”, “Bosnia and Herzegovina travel advisory”, “Sarajevo Film Festival Sarajevo visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/a/a5/Sarajevo_Film_Festival_%28Collage%29.png,2
sardine-festival,sardine-festival,Sardine Festival,Portimao,Portugal,Europe,37.1345,-8.5372,2026-08-07,2026-08-11,food_drink; seasonal,4,4,3,3,3.5,3,Food travel; Summer travel; Street celebrations,"The Sardine Festival in Portimão is a summer waterfront event built around grilled sardines, local food stalls, and evening music programming along the riverfront. It typically runs multiple nights during peak holiday season.",Go later for atmosphere but earlier for shorter food queues. Bring cash backup for temporary stalls and expect warm evenings with limited seating during peak hours.,,https://upload.wikimedia.org/wikipedia/commons/a/a7/Mamakari_by_Kossy%40FINEDAYS_in_Akabane%2C_Tokyo.jpg,2
sauna-day,sauna-day,Sauna Day,Helsinki,Finland,Europe,60.1699,24.9384,2026-06-27,2026-06-27,seasonal; cultural_heritage,2,2,4,2,2.5,2,Local authenticity; Summer travel; Solo travelers,"Sauna-themed community events in Finland celebrate sauna culture through public sessions, wellness programming, and social gatherings tied to local organizers. Formats vary by city and season rather than following one single national template.",Check entry rules carefully: some sessions require advance booking and specific swimwear or towel policies. Hydrate well and pace heat exposure if you are new to sauna routines.,,https://upload.wikimedia.org/wikipedia/commons/b/b8/Smoke_sauna.JPG,2
scarlet-sails,scarlet-sails,Scarlet Sails,Saint Petersburg,Russia,Europe,59.9343,30.3351,2026-06-20,2026-06-21,civic_national_holiday; arts,4,5,3,4,4,4,Summer travel; Romantic getaway; Photography,"Scarlet Sails may refer to: Scarlet Sails (film), a 1961 Soviet film starring Vasily Lanovoy and Anastasiya Vertinskaya Scarlet Sails (novel), a 1923 novel by Alexander Grin, basis for the film Scarlet Sails (tradition), a ceremony during the White Nights Festival in St. Petersburg, Russia Scarlet Sails (band), an American indie rock band","Saint Petersburg, Russia, in June usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. If prices spike in the historic center, look at a Saint Petersburg neighborhood one or two metro stops out, then ride in for peak sessions of Scarlet Sails. Ticketed evenings for Scarlet Sails may lock doors after start—screenshot QR tickets, arrive with buffer for bag checks at Saint Petersburg venues. Useful searches: “Scarlet Sails 2026 official tickets”, “Saint Petersburg June road closures transit”, “Russia travel advisory”, “Scarlet Sails Saint Petersburg visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Scarlet_Sails_2017.jpg/1280px-Scarlet_Sails_2017.jpg,2
schaferlauf-markgroningen,schaferlauf-markgroningen,Schaferlauf Markgroningen,Markgroningen,Germany,Europe,48.9056,9.0806,2026-07-24,2026-07-26,historical; seasonal; cultural_heritage,3,4,5,2,3.5,2,Traditional heritage; Family-friendly; Local authenticity,"We couldn’t match a solid English Wikipedia entry for “Schaferlauf Markgroningen” automatically. If you send us a short, verifiable blurb (or a Wikipedia/Wikidata link), we’ll drop it in festival-content-manual.ts. For now: this event is associated with Markgroningen, Germany, around your listed dates—double-check schedules with organizers.","Markgroningen, Germany, in July usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when Schaferlauf Markgroningen compresses foot traffic. Heritage-heavy programs for Schaferlauf Markgroningen can mean cobblestones, monuments with stair-only access, and timed entries—wear supportive shoes and pre-book tight slots. Schaferlauf Markgroningen hinges on outdoor conditions around Markgroningen—monitor wind and precipitation the week of travel and tuck a packable waterproof in your day bag. Useful searches: “Schaferlauf Markgroningen 2026 official tickets”, “Markgroningen July road closures transit”, “Germany travel advisory”, “Schaferlauf Markgroningen Markgroningen visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Basel_-_M%C3%BCnsterpfalz1.jpg/1920px-Basel_-_M%C3%BCnsterpfalz1.jpg,2
scoppio-del-carro,scoppio-del-carro,Scoppio del Carro,Florence,Italy,Europe,43.7731,11.2558,2026-04-05,2026-04-05,religious_spiritual; historical; cultural_heritage,3,5,5,4,4.25,4,Religious significance; Traditional heritage; Photography,"The Scoppio del Carro (""Explosion of the Cart"") is a folk tradition of Florence, Italy. On Easter Sunday, a cart, packed full of fireworks and other pyrotechnics, is lit and provides a historic spectacle in the civic life of the city.","Florence, Italy, in April usually lines up with spring shoulder-season for travelers—showers swing temperature quickly—carry a compact shell plus a lighter mid-layer. Lock lodging with easy access to the main festival spine in Florence; corridors nearest the route book out first for Scoppio del Carro. During Scoppio del Carro, follow local cues on modest dress, when to silence phones, and where photography is unwelcome—processions can pause regular traffic for hours. Useful searches: “Scoppio del Carro 2026 official tickets”, “Florence April road closures transit”, “Italy travel advisory”, “Scoppio del Carro Florence visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/6/67/Scoppio_del_carro.jpg,2
sea-dance-festival,sea-dance-festival,Sea Dance Festival,Budva,Montenegro,Europe,42.2864,18.8498,2026-08-28,2026-08-30,music,5,4,2,4,3.75,4,Music lovers; Summer travel; Nightlife,"Sea Dance Festival (Serbo-Croatian: Si dens festival / Си денс фестивал) was a summer music festival. It has been held at Jaz Beach in Budva since 2014 until 2017, as an extension of EXIT Festival, and then at Buljarica Beach in Montenegro until 2022. In May 2023, the organizers announced the festival's displacement from Montenegro, because of the blockades and lack of financial support from the local government, with several potential future locations announced. Croatia was revealed as the location in June 2023. Just after its first edition, Sea Dance Festival was officially proclaimed as the 'Best Medium Sized European festival' at the European Festivals Awards, held in Groningen in January 2015. Following the recognition at the European Festival Awards, Sea Dance Festival teamed up with London-based media company AEI and its global brands UKF and TheSoundYouNeed for the second edition of the festival.…","Budva, Montenegro, in August usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. Lock lodging with easy access to the main festival spine in Budva; corridors nearest the route book out first for Sea Dance Festival. For Sea Dance Festival, confirm age limits, re-entry rules, and whether the site is cashless; ear protection helps on main stages and near delay towers. Useful searches: “Sea Dance Festival 2026 official tickets”, “Budva August road closures transit”, “Montenegro travel advisory”, “Sea Dance Festival Budva visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/en/b/b2/Sea_Dance_Festival_Stage_View.jpg,2
sechselauten,sechselauten,Sechseläuten — Zürich,Zurich,Switzerland,Europe,47.3769,8.5417,2026-04-13,2026-04-20,historical; seasonal,3,4,4,3,3.5,3,Traditional heritage; Weekend getaway; Cultural immersion,"The Sechseläuten (Zurich German: Sächsilüüte, ""The six o'clock ringing of the bells"") is a traditional spring holiday in the Swiss city of Zurich celebrated in its current form, usually on the 3rd Monday of April, since the early 20th century.","Zurich, Switzerland, in April usually lines up with spring shoulder-season for travelers—showers swing temperature quickly—carry a compact shell plus a lighter mid-layer. Lock lodging with easy access to the main festival spine in Zurich; corridors nearest the route book out first for Sechseläuten — Zürich. Heritage-heavy programs for Sechseläuten — Zürich can mean cobblestones, monuments with stair-only access, and timed entries—wear supportive shoes and pre-book tight slots. Sechseläuten — Zürich hinges on outdoor conditions around Zurich—monitor wind and precipitation the week of travel and tuck a packable waterproof in your day bag. Useful searches: “Sechseläuten — Zürich 2026 official tickets”, “Zurich April road closures transit”, “Switzerland travel advisory”, “Sechseläuten — Zürich Zurich visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/2012_Sechsel%C3%A4uten_-_B%C3%B6%C3%B6g_2012-04-16_18-07-52_01.JPG/1920px-2012_Sechsel%C3%A4uten_-_B%C3%B6%C3%B6g_2012-04-16_18-07-52_01.JPG,2
sekrenyi-nagaland,sekrenyi-nagaland,Sekrenyi Festival,Kohima,India,Asia,25.6751,94.1086,2026-02-25,2026-03-06,cultural_heritage; religious_spiritual,4,4,5,1,3.5,1,Cultural immersion; Traditional heritage; Local authenticity,"Sekrenyi is the most important festival of the Angami Naga people of Nagaland — a 10-day purification and renewal festival observed only by the Angami tribe. Young men undergo ritual purification through fasting, abstinence, and ceremonial bathing. Traditional wrestling, songs, and community feasts mark the celebration. The traditional Naga village of Khonoma (near Kohima) is the most authentic location. Nagaland's tribal festivals are among the least documented in Asia; Sekrenyi represents a living tradition almost entirely unknown to outside visitors.",Kohima is accessible by flight from Kolkata or Guwahati. February in Nagaland is cool and clear — pleasant trekking weather. The Hornbill Festival (December) is the famous Nagaland event but Sekrenyi is more authentic and less tourist-oriented. Hire a local guide in Kohima — essential for navigating the villages and understanding the ritual context. Permits are required for some restricted areas of Nagaland.,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Angami_1863b.jpg/1280px-Angami_1863b.jpg,0
semana-santa-seville,semana-santa-seville,Semana Santa — Seville,Seville,Spain,Europe,37.3891,-5.9845,2026-03-29,2026-04-05,religious_spiritual; historical; cultural_heritage,1,5,5,5,4,5,Religious heritage; Processions; Sacred traditions,"Semana Santa is the Spanish for Holy Week, the final week of Lent leading to Easter. In Spanish speaking cultures as well as the Philippines this becomes an annual tribute of the Passion of Jesus Christ celebrated by Catholic religious brotherhoods (Spanish: cofradías) and confraternities that process on the streets of many Spanish speaking towns and cities during Holy Week. In some parts of Latin America it became part of the acculturation of pre conquest beliefs into Catholic culture.","Seville, Spain, in March usually lines up with spring shoulder-season for travelers—showers swing temperature quickly—carry a compact shell plus a lighter mid-layer. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when Semana Santa — Seville compresses foot traffic. During Semana Santa — Seville, follow local cues on modest dress, when to silence phones, and where photography is unwelcome—processions can pause regular traffic for hours. Useful searches: “Semana Santa — Seville 2026 official tickets”, “Seville March road closures transit”, “Spain travel advisory”, “Semana Santa — Seville Seville visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Semana_Santa_La_Laguna_52_%28cropped%29.jpg/1920px-Semana_Santa_La_Laguna_52_%28cropped%29.jpg,2
sighisoara-medieval-festival,sighisoara-medieval-festival,Sighisoara Medieval Festival,Sighisoara,Romania,Europe,46.2189,24.791,2026-07-22,2026-07-26,historical; arts; cultural_heritage,3,4,5,3,3.75,3,Traditional heritage; Cultural immersion; Photography,"Sighişoara Medieval Festival or Festivalul Sighişoara medievală is a Romanian festival held on the last weekend of July in Sighişoara, Romania.","Sighisoara, Romania, in July usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when Sighisoara Medieval Festival compresses foot traffic. Ticketed evenings for Sighisoara Medieval Festival may lock doors after start—screenshot QR tickets, arrive with buffer for bag checks at Sighisoara venues. Useful searches: “Sighisoara Medieval Festival 2026 official tickets”, “Sighisoara July road closures transit”, “Romania travel advisory”, “Sighisoara Medieval Festival Sighisoara visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/e/e9/%D0%A4%D0%B5%D1%81%D1%82%D0%B8%D0%B2%D0%B0%D0%BB%D1%8C_%D1%81%D1%96%D0%B3%D1%96%D1%88%D0%BE%D0%B0%D1%80%D0%B0.jpg,2
signal-festival,signal-festival,Signal Festival,Prague,Czech Republic,Europe,50.0755,14.4378,2026-10-16,2026-10-19,arts,2,5,3,4,3.5,4,Art and design; Photography; Nightlife,"Signal Festival is an annual festival of light art, digital art, and interactive technology held each October in Prague, Czech Republic. Over four evenings, artists from the Czech Republic and around the world create large-scale light installations, video mapping projections, and interactive works in the city's streets, squares, and historic landmarks. Since its inaugural edition in 2013, the festival has become the most attended cultural event in the Czech Republic, welcoming more than five million visitors across its first thirteen editions. The festival is free to attend along its outdoor routes, with select indoor or premium installations available on a paid-ticket basis. It is organised by Signal Group, founded by producer Martin Pošta, curator Jan Rolník, and artist Amar Mulabegović.","Prague, Czech Republic, in October usually lines up with autumn shoulder-season for travelers—days shorten and rain returns—plan indoor backups between outdoor segments. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when Signal Festival compresses foot traffic. Ticketed evenings for Signal Festival may lock doors after start—screenshot QR tickets, arrive with buffer for bag checks at Prague venues. Useful searches: “Signal Festival 2026 official tickets”, “Prague October road closures transit”, “Czech Republic travel advisory”, “Signal Festival Prague visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Church_of_St._Ludmila%2C_Signal_festival_2017.jpg/1920px-Church_of_St._Ludmila%2C_Signal_festival_2017.jpg,2
sinjska-alka,sinjska-alka,Sinjska Alka,Sinj,Croatia,Europe,43.7033,16.4394,2026-08-09,2026-08-11,historical; cultural_heritage,3,4,5,2,3.5,2,Traditional heritage; Adrenaline seekers; Cultural immersion,"The Sinjska alka (Croatian pronunciation: [sîːɲskaː âːlka]) is an equestrian competition held in the Croatian town of Sinj. It commemorates a Croatian–Venetian victory in the Ottoman–Venetian war in the night of August 14, 1715, in which around 700 professional Venetian soldiers and 100 locals defended Sinj against an Ottoman army led by Mehmed-paša Ćelić of at least 40,000. Because of this victory, the Venetians retained control over Sinj and integrated it into the Venetian Dalmatia in accordance to the terms of the Treaty of Passarowitz signed in 1718. The people of Sinj believed that the Lady of Sinj miraculously drove away Ottomans, thus helping them to defend their town.…","Sinj, Croatia, in August usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. If prices spike in the historic center, look at a Sinj neighborhood one or two metro stops out, then ride in for peak sessions of Sinjska Alka. Heritage-heavy programs for Sinjska Alka can mean cobblestones, monuments with stair-only access, and timed entries—wear supportive shoes and pre-book tight slots. Useful searches: “Sinjska Alka 2026 official tickets”, “Sinj August road closures transit”, “Croatia travel advisory”, “Sinjska Alka Sinj visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/6/64/Alkar_2_-_cropped.jpg,2
sinterklaas-intocht-amsterdam,sinterklaas-intocht-amsterdam,Sinterklaas Intocht Amsterdam,Amsterdam,Netherlands,Europe,52.3676,4.9041,2026-11-15,2026-11-15,seasonal; cultural_heritage,3,4,3,4,3.5,4,Family-friendly; Street celebrations; Winter travel,"Sinterklaas (Dutch: [ˌsɪntərˈklaːs] ) or Sint-Nicolaas (Dutch: [sɪnt ˈnikoːlaːs] ) is a legendary figure based on Saint Nicholas, patron saint of children. Other Dutch names for the figure include De Sint (""The Saint""), De Goede Sint (""The Good Saint"") and De Goedheiligman (derived from goed hylickman meaning ""good marriage man"", alluding to his historical reputation as a Saint who can help someone to find a good life partner). Many descendants and cognates of ""Sinterklaas"" or ""Saint Nicholas"" in other languages are also used in the Low Countries, nearby regions, and former Dutch colonies. The feast of Sinterklaas celebrates the name day of Saint Nicholas on 6 December. The Sinterklaas feast is celebrated annually with the giving of gifts on St.…","Amsterdam, Netherlands, in November usually lines up with autumn shoulder-season for travelers—days shorten and rain returns—plan indoor backups between outdoor segments. Lock lodging with easy access to the main festival spine in Amsterdam; corridors nearest the route book out first for Sinterklaas Intocht Amsterdam. Sinterklaas Intocht Amsterdam hinges on outdoor conditions around Amsterdam—monitor wind and precipitation the week of travel and tuck a packable waterproof in your day bag. Useful searches: “Sinterklaas Intocht Amsterdam 2026 official tickets”, “Amsterdam November road closures transit”, “Netherlands travel advisory”, “Sinterklaas Intocht Amsterdam Amsterdam visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/7/7d/Sinterklaas_2007.jpg,2
sinulog-cebu,sinulog-cebu,Sinulog Festival,Cebu,Philippines,Asia,10.3157,123.8854,2026-01-11,2026-01-11,cultural_heritage; religious_spiritual,5,5,4,4,4.5,4,Cultural immersion; Music lovers; Photography,"Sinulog is the Philippines' most spectacular street festival — a Grand Parade of elaborately costumed contingents from across the country dancing the two-steps-forward, one-step-back Sinulog rhythm through the streets of Cebu City in honour of the Santo Niño. The costumes are on a par with the Carnival of Venice in ambition and visual impact. Over a million people attend the Sunday Grand Parade. The festival is rooted in the arrival of Magellan and the baptism of Cebu's queen in 1521 — the Santo Niño figurine given then is still venerated today.","The Grand Parade is on the third Sunday of January — book accommodation 3–4 months ahead as Cebu fills completely. Cebu has an international airport. The route is long; stake a position early on bleacher seats or elevated spots. The colours and scale of the costumes are extraordinary — bring a good camera. After the parade, street parties continue citywide.",,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Sinulog_Festival_Cebu.jpg/1280px-Sinulog_Festival_Cebu.jpg,0
song-and-dance-celebration,song-and-dance-celebration,Song and Dance Celebration,Tallinn,Estonia,Europe,59.437,24.7536,2026-07-03,2026-07-06,cultural_heritage; music,3,5,5,3,4,3,Cultural immersion; Traditional heritage; Summer travel,"Estonia’s Song and Dance Celebration in Tallinn is one of the country’s signature cultural events, bringing together mass choirs, folk dance groups, and national costume traditions in a multi-day program. The largest performances are centered on the Tallinn Song Festival Grounds and major city venues, with participants arriving from across Estonia and diaspora communities.","Book accommodation early in Tallinn and prioritize lodging with easy public transport access to the Song Festival Grounds. Bring layers and rain cover for outdoor performances, and arrive well before start time because entry flows are heavy on headline nights.",,https://upload.wikimedia.org/wikipedia/commons/a/a2/Riga._VII_Latvian_Song_Celebration._1931.jpg,2
songkran,songkran,Songkran,Bangkok,Thailand,Asia,13.7563,100.5018,2026-04-13,2026-04-15,seasonal; cultural_heritage; food_drink,5,4,4,4,4.25,4,Street celebrations; Photography; Summer travel,"Thai New Year, also known as Songkran (Thai: สงกรานต์, pronounced [sǒŋ.krāːn]), or the Songkran Festival (Songkran Splendours), is the Thai New Year's national holiday. It is celebrated annually on 13 April, with the holiday period extending from 14 to 15 April. The festival aligns with New Year celebrations observed in many South and Southeast Asian cultures, following the Theravada Buddhist calendar, and coincides with related observances in the Hindu calendar. In Thailand, the New Year is officially observed on 1 January. Songkran was the official New Year until 1888, when it was changed to 1 April, before being shifted to 1 January in 1940. The traditional Thai New Year, Songkran, remains a national holiday. Celebrations are known for public water fights, which symbolize ritual cleansing. The festival has become popular among international visitors and contributes significantly to tourism.","Bangkok, Thailand, in April usually lines up with spring shoulder-season for travelers—showers swing temperature quickly—carry a compact shell plus a lighter mid-layer. If prices spike in the historic center, look at a Bangkok neighborhood one or two metro stops out, then ride in for peak sessions of Songkran. Tasting-led days around Songkran move faster with small cash, translation of common allergens handy, and a light breakfast before long lunch queues in Bangkok. Songkran hinges on outdoor conditions around Bangkok—monitor wind and precipitation the week of travel and tuck a packable waterproof in your day bag. Useful searches: “Songkran 2026 official tickets”, “Bangkok April road closures transit”, “Thailand travel advisory”, “Songkran Bangkok visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Holi_Festival_of_Colors_Utah%2C_United_States_2013.jpg/1280px-Holi_Festival_of_Colors_Utah%2C_United_States_2013.jpg,2
songkran-chiang-mai,songkran-chiang-mai,Songkran Water Festival,Chiang Mai,Thailand,Asia,18.7883,98.9853,2026-04-13,2026-04-15,seasonal; cultural_heritage,5,4,4,5,4.5,5,Adrenaline seekers; Cultural immersion; Group trips,"Songkran is the Thai New Year water festival — and Chiang Mai hosts the most famous version in the world. The old city moat becomes a battleground for three days of near-continuous water fighting, with locals and tourists equally armed with water guns, buckets, and hoses. But Chiang Mai's version retains genuine cultural depth: sand chedis built at temples, Buddha images paraded through the streets for water blessing, and family merit-making ceremonies alongside the mayhem. The old city is the epicentre.","Everything you own will get soaked — plan accordingly: waterproof phone case, no leather shoes, quick-dry clothing only. The most intense water fighting is around the moat road. April in Chiang Mai is hot (38°C+); the water actually feels good. The three main days are April 13–15 but water fighting continues several days either side. Book accommodation 2–3 months ahead.",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Songkran_Chiang_Mai.jpg/1280px-Songkran_Chiang_Mai.jpg,0
st-dominic-s-fair,st-dominic-s-fair,St. Dominic's Fair,Gdansk,Poland,Europe,54.352,18.6466,2026-07-25,2026-08-16,civic_national_holiday; food_drink,3,4,3,4,3.5,4,Food travel; Summer travel; Family-friendly,"St. Dominic's Fair (Polish: Jarmark św. Dominika), is an annual cultural and trade event organized between July and August in the port city of Gdańsk, Pomeranian Voivodeship, Poland. It was founded in 1260 and together with Weihnachtmarkt and Oktoberfest, it is considered one of the biggest cultural and trade open-air events in Europe attended by 5-8 million national and international visitors annually. In the past, the fair usually lasted for two weeks but since 2004, a decision was made to extend it to three weeks.","Gdansk, Poland, in July usually lines up with summer heat for travelers—afternoon UV and crowds stack up—hydrate, schedule outdoor blocks earlier or later in the day. If prices spike in the historic center, look at a Gdansk neighborhood one or two metro stops out, then ride in for peak sessions of St. Dominic's Fair. Tasting-led days around St. Dominic's Fair move faster with small cash, translation of common allergens handy, and a light breakfast before long lunch queues in Gdansk. Useful searches: “St. Dominic's Fair 2026 official tickets”, “Gdansk July road closures transit”, “Poland travel advisory”, “St. Dominic's Fair Gdansk visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Pierogi_z_mas%C5%82em_-_2023.03.31.jpg/1920px-Pierogi_z_mas%C5%82em_-_2023.03.31.jpg,2
st-patricks-festival-dublin,st-patricks-festival-dublin,St. Patrick's Festival — Dublin,Dublin,Ireland,Europe,53.3498,-6.2603,2026-03-14,2026-03-17,civic_national_holiday; cultural_heritage; religious_spiritual,5,4,5,5,4.75,5,Pub culture; Parades; National celebrations,"Saint Patrick's Cathedral (Irish: Ard-Eaglais Naomh Pádraig) in Dublin, Ireland is the national cathedral of the Church of Ireland. Christ Church Cathedral, also a Church of Ireland cathedral in Dublin, is designated as the local cathedral of the Diocese of Dublin and Glendalough.","Dublin, Ireland, in March usually lines up with spring shoulder-season for travelers—showers swing temperature quickly—carry a compact shell plus a lighter mid-layer. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when St. Patrick's Festival — Dublin compresses foot traffic. During St. Patrick's Festival — Dublin, follow local cues on modest dress, when to silence phones, and where photography is unwelcome—processions can pause regular traffic for hours. Useful searches: “St. Patrick's Festival — Dublin 2026 official tickets”, “Dublin March road closures transit”, “Ireland travel advisory”, “St. Patrick's Festival — Dublin Dublin visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/St_Patrick%27s_Cathedral_Exterior%2C_Dublin%2C_Ireland_-_Diliff.jpg/1920px-St_Patrick%27s_Cathedral_Exterior%2C_Dublin%2C_Ireland_-_Diliff.jpg,2
surva-festival,surva-festival,Surva (Kukeri) — Pernik,Pernik,Bulgaria,Europe,42.6051,23.0378,2026-01-24,2026-01-26,cultural_heritage,3,5,5,2,3.75,2,Traditional heritage; Winter travel; Photography,"Kukeri (Bulgarian: кукери; singular: kuker, кукер) are elaborately costumed Bulgarian men, who perform traditional rituals intended to scare away evil spirits. Closely related traditions are found throughout the Balkans and Greece (including Romania and the Pontus). The costumes cover most of the body and include decorated wooden masks of animals (sometimes double-faced) and large bells attached to the belt. Around New Year and before Lent, the Kukeri walk and dance through villages to scare away evil spirits with their costumes and the sound of their bells. They are also believed to provide a good harvest, health, and happiness to the village for the year ahead. The Kukeri traditionally visit people's houses at night so that ""the sun would not catch them on the road."" After parading around the village, they usually gather at the village square to dance wildly and amuse the people.…","Pernik, Bulgaria, in January usually lines up with winter norms for travelers—short daylight and cold snaps are common—insulated layers and grippy soles matter. Compare stays on both sides of the core venue cluster—cross-town transit can be faster than walking when Surva (Kukeri) — Pernik compresses foot traffic. Useful searches: “Surva (Kukeri) — Pernik 2026 official tickets”, “Pernik January road closures transit”, “Bulgaria travel advisory”, “Surva (Kukeri) — Pernik Pernik visitor FAQ”.",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Kukeri_razlog.JPG/1920px-Kukeri_razlog.JPG,2
